country_code,year,country_name,dengue_cases
MHL,2020,MARSHALL ISLANDS,990.0
MHL,2022,MARSHALL ISLANDS,510.0
MHL,2023,MARSHALL ISLANDS,1.0
MLI,2024,MALI,9556.0
MLI,2025,MALI,1296.0
MMR,2000,MYANMAR,1222.0
MMR,2001,MYANMAR,15503.0
MMR,2002,MYANMAR,15663.0
MMR,2003,MYANMAR,6792.0
MMR,2004,MYANMAR,6624.0
MMR,2005,MYANMAR,16965.0
MMR,2006,MYANMAR,10392.0
MMR,2007,MYANMAR,14658.0
MMR,2008,MYANMAR,17281.0
MMR,2009,MYANMAR,23681.0
MMR,2010,MYANMAR,15631.0
MMR,2011,MYANMAR,4297.0
MMR,2012,MYANMAR,7006.0
MMR,2013,MYANMAR,22166.0
MMR,2014,MYANMAR,14410.0
MMR,2015,MYANMAR,42540.0
MMR,2016,MYANMAR,10385.0
MMR,2017,MYANMAR,32891.0
MMR,2018,MYANMAR,22659.0
MMR,2019,MYANMAR,23203.0
MMR,2020,MYANMAR,15131.0
MMR,2021,MYANMAR,5446.0
MMR,2022,MYANMAR,24971.0
MMR,2023,MYANMAR,16130.0
MMR,2024,MYANMAR,6388.0
MMR,2025,MYANMAR,292.0
MNP,2001,NORTHERN MARIANA ISLANDS,1418.0
MNP,2019,NORTHERN MARIANA ISLANDS,4.0
MNP,2022,NORTHERN MARIANA ISLANDS,929.0
MNP,2024,NORTHERN MARIANA ISLANDS,1.0
MRT,2023,MAURITANIA,3582.0
MRT,2024,MAURITANIA,3640.0
MRT,2025,MAURITANIA,203.0
MSR,2000,MONTSERRAT,9.0
MSR,2001,MONTSERRAT,1.0
MSR,2002,MONTSERRAT,1.0
MSR,2003,MONTSERRAT,1.0
MSR,2008,MONTSERRAT,2.0
MSR,2011,MONTSERRAT,3.0
MSR,2013,MONTSERRAT,6.0
MSR,2014,MONTSERRAT,17.0
MSR,2016,MONTSERRAT,25.0
MSR,2018,MONTSERRAT,1.0
MSR,2019,MONTSERRAT,1.0
MSR,2021,MONTSERRAT,3.0
MSR,2022,MONTSERRAT,9.0
MSR,2023,MONTSERRAT,6.0
MSR,2024,MONTSERRAT,3.0
MTQ,2000,MARTINIQUE,171.0
MTQ,2001,MARTINIQUE,4468.0
MTQ,2002,MARTINIQUE,392.0
MTQ,2003,MARTINIQUE,791.0
MTQ,2005,MARTINIQUE,6080.0
MTQ,2006,MARTINIQUE,4085.0
MTQ,2007,MARTINIQUE,4918.0
MTQ,2008,MARTINIQUE,586.0
MTQ,2009,MARTINIQUE,1377.0
MTQ,2010,MARTINIQUE,36579.0
MTQ,2011,MARTINIQUE,275.0
MTQ,2012,MARTINIQUE,1511.0
MTQ,2013,MARTINIQUE,7040.0
MTQ,2014,MARTINIQUE,1680.0
MTQ,2015,MARTINIQUE,207.0
MTQ,2016,MARTINIQUE,158.0
MTQ,2017,MARTINIQUE,113.0
MTQ,2018,MARTINIQUE,85.0
MTQ,2019,MARTINIQUE,1530.0
MTQ,2020,MARTINIQUE,32398.0
MTQ,2021,MARTINIQUE,1073.0
MTQ,2022,MARTINIQUE,360.0
MTQ,2023,MARTINIQUE,13463.0
MTQ,2024,MARTINIQUE,7371.0
MUS,2023,MAURITIUS,13.0
MUS,2024,MAURITIUS,9917.0
MUS,2025,MAURITIUS,256.0
MYS,2000,MALAYSIA,8805.0
MYS,2001,MALAYSIA,16368.0
MYS,2002,MALAYSIA,32767.0
MYS,2003,MALAYSIA,31545.0
MYS,2004,MALAYSIA,33895.0
MYS,2005,MALAYSIA,39686.0
MYS,2006,MALAYSIA,38556.0
MYS,2007,MALAYSIA,48846.0
MYS,2008,MALAYSIA,49335.0
MYS,2009,MALAYSIA,41486.0
MYS,2010,MALAYSIA,46171.0
MYS,2011,MALAYSIA,20040.0
MYS,2012,MALAYSIA,23088.0
MYS,2013,MALAYSIA,43862.0
MYS,2014,MALAYSIA,108698.0
MYS,2015,MALAYSIA,121619.0
MYS,2016,MALAYSIA,109037.0
MYS,2017,MALAYSIA,89487.0
MYS,2018,MALAYSIA,83651.0
MYS,2019,MALAYSIA,130282.0
MYS,2020,MALAYSIA,87171.0
MYS,2021,MALAYSIA,26978.0
MYS,2022,MALAYSIA,65732.0
MYS,2023,MALAYSIA,123133.0
MYS,2024,MALAYSIA,122423.0
MYT,2024,MAYOTTE,64.0
NCL,2000,NEW CALEDONIA,15.0
NCL,2001,NEW CALEDONIA,34.0
NCL,2002,NEW CALEDONIA,105.0
NCL,2003,NEW CALEDONIA,5673.0
NCL,2004,NEW CALEDONIA,792.0
NCL,2005,NEW CALEDONIA,46.0
NCL,2006,NEW CALEDONIA,48.0
NCL,2007,NEW CALEDONIA,47.0
NCL,2008,NEW CALEDONIA,1179.0
NCL,2009,NEW CALEDONIA,8610.0
NCL,2010,NEW CALEDONIA,113.0
NCL,2011,NEW CALEDONIA,1.0
NCL,2012,NEW CALEDONIA,743.0
NCL,2013,NEW CALEDONIA,10667.0
NCL,2017,NEW CALEDONIA,4424.0
NCL,2018,NEW CALEDONIA,2041.0
NCL,2019,NEW CALEDONIA,3916.0
NCL,2020,NEW CALEDONIA,59.0
NCL,2021,NEW CALEDONIA,136.0
NCL,2022,NEW CALEDONIA,518.0
NCL,2023,NEW CALEDONIA,6.0
NCL,2024,NEW CALEDONIA,18.0
NER,2024,NIGER,58.0
NIC,2000,NICARAGUA,6681.0
NIC,2001,NICARAGUA,2333.0
NIC,2002,NICARAGUA,2269.0
NIC,2003,NICARAGUA,2715.0
NIC,2004,NICARAGUA,8332.0
NIC,2005,NICARAGUA,14678.0
NIC,2006,NICARAGUA,10617.0
NIC,2007,NICARAGUA,12278.0
NIC,2008,NICARAGUA,8666.0
NIC,2009,NICARAGUA,18063.0
NIC,2010,NICARAGUA,25174.0
NIC,2011,NICARAGUA,11881.0
NIC,2012,NICARAGUA,30878.0
NIC,2013,NICARAGUA,77179.0
NIC,2014,NICARAGUA,35425.0
NIC,2015,NICARAGUA,49326.0
NIC,2016,NICARAGUA,88463.0
NIC,2017,NICARAGUA,69472.0
NIC,2018,NICARAGUA,59315.0
NIC,2019,NICARAGUA,186405.0
NIC,2020,NICARAGUA,53953.0
NIC,2021,NICARAGUA,36741.0
NIC,2022,NICARAGUA,97541.0
NIC,2023,NICARAGUA,182642.0
NIC,2024,NICARAGUA,92022.0
NIU,2001,NIUE,1.0
NIU,2008,NIUE,3.0
NIU,2017,NIUE,9.0
NIU,2022,NIUE,12.0
NPL,2006,NEPAL,32.0
NPL,2007,NEPAL,27.0
NPL,2008,NEPAL,10.0
NPL,2009,NEPAL,30.0
NPL,2010,NEPAL,917.0
NPL,2011,NEPAL,79.0
NPL,2012,NEPAL,183.0
NPL,2013,NEPAL,642.0
NPL,2014,NEPAL,356.0
NPL,2015,NEPAL,26.0
NPL,2016,NEPAL,1523.0
NPL,2017,NEPAL,1201.0
NPL,2018,NEPAL,230.0
NPL,2019,NEPAL,12100.0
NPL,2020,NEPAL,630.0
NPL,2021,NEPAL,540.0
NPL,2022,NEPAL,54784.0
NPL,2023,NEPAL,52790.0
NPL,2024,NEPAL,41865.0
NPL,2025,NEPAL,736.0
NRU,2003,NAURU,233.0
NRU,2008,NAURU,2.0
NRU,2017,NAURU,964.0
NRU,2018,NAURU,114.0
OMN,2001,OMAN,1.0
OMN,2002,OMAN,1.0
OMN,2003,OMAN,4.0
OMN,2004,OMAN,4.0
OMN,2006,OMAN,2.0
OMN,2007,OMAN,1.0
OMN,2008,OMAN,2.0
OMN,2009,OMAN,3.0
OMN,2010,OMAN,10.0
OMN,2011,OMAN,12.0
OMN,2012,OMAN,14.0
OMN,2013,OMAN,10.0
OMN,2014,OMAN,13.0
OMN,2015,OMAN,32.0
OMN,2018,OMAN,64.0
OMN,2019,OMAN,109.0
OMN,2020,OMAN,310.0
OMN,2021,OMAN,24.0
OMN,2022,OMAN,1989.0
OMN,2023,OMAN,2711.0
PAK,2003,PAKISTAN,17.0
PAK,2004,PAKISTAN,25.0
PAK,2005,PAKISTAN,3940.0
PAK,2006,PAKISTAN,1931.0
PAK,2007,PAKISTAN,1199.0
PAK,2008,PAKISTAN,1795.0
PAK,2009,PAKISTAN,946.0
PAK,2010,PAKISTAN,9785.0
PAK,2011,PAKISTAN,24928.0
PAK,2012,PAKISTAN,3764.0
PAK,2013,PAKISTAN,28883.0
PAK,2014,PAKISTAN,4128.0
PAK,2015,PAKISTAN,13088.0
PAK,2016,PAKISTAN,9260.0
PAK,2017,PAKISTAN,25023.0
PAK,2018,PAKISTAN,6054.0
PAK,2019,PAKISTAN,48330.0
PAK,2020,PAKISTAN,45121.0
PAK,2021,PAKISTAN,53682.0
PAK,2022,PAKISTAN,78802.0
PAK,2023,PAKISTAN,6638.0
PAK,2024,PAKISTAN,58433.0
PAK,2025,PAKISTAN,2803.0
PAN,2000,PANAMA,314.0
PAN,2001,PANAMA,1538.0
PAN,2002,PANAMA,706.0
PAN,2003,PANAMA,293.0
PAN,2004,PANAMA,369.0
PAN,2005,PANAMA,3998.0
PAN,2006,PANAMA,4293.0
PAN,2007,PANAMA,3399.0
PAN,2008,PANAMA,2284.0
PAN,2009,PANAMA,6783.0
PAN,2010,PANAMA,1999.0
PAN,2011,PANAMA,3844.0
PAN,2012,PANAMA,1194.0
PAN,2013,PANAMA,4774.0
PAN,2014,PANAMA,5517.0
PAN,2015,PANAMA,4815.0
PAN,2016,PANAMA,9526.0
PAN,2017,PANAMA,10702.0
PAN,2018,PANAMA,7944.0
PAN,2019,PANAMA,9741.0
PAN,2020,PANAMA,3987.0
PAN,2021,PANAMA,3685.0
PAN,2022,PANAMA,11924.0
PAN,2023,PANAMA,21437.0
PAN,2024,PANAMA,37231.0
PER,2000,PERU,5885.0
PER,2001,PERU,23350.0
PER,2002,PERU,8862.0
PER,2003,PERU,3622.0
PER,2004,PERU,9739.0
PER,2005,PERU,6342.0
PER,2006,PERU,5527.0
PER,2007,PERU,6875.0
PER,2008,PERU,12763.0
PER,2009,PERU,13326.0
PER,2010,PERU,18484.0
PER,2011,PERU,31439.0
PER,2012,PERU,31302.0
PER,2013,PERU,14742.0
PER,2014,PERU,19043.0
PER,2015,PERU,35837.0
PER,2016,PERU,31868.0
PER,2017,PERU,76223.0
PER,2018,PERU,6935.0
PER,2019,PERU,17622.0
PER,2020,PERU,56394.0
PER,2021,PERU,49274.0
PER,2022,PERU,72851.0
PER,2023,PERU,275881.0
PER,2024,PERU,280726.0
PHL,2000,PHILIPPINES,8561.0
PHL,2001,PHILIPPINES,25002.0
PHL,2002,PHILIPPINES,16663.0
PHL,2003,PHILIPPINES,29946.0
PHL,2004,PHILIPPINES,23040.0
PHL,2005,PHILIPPINES,33901.0
PHL,2006,PHILIPPINES,37101.0
PHL,2007,PHILIPPINES,55639.0
PHL,2008,PHILIPPINES,39620.0
PHL,2009,PHILIPPINES,57819.0
PHL,2010,PHILIPPINES,135355.0
PHL,2011,PHILIPPINES,117418.0
PHL,2012,PHILIPPINES,67699.0
PHL,2013,PHILIPPINES,215139.0
PHL,2014,PHILIPPINES,113485.0
PHL,2015,PHILIPPINES,213930.0
PHL,2016,PHILIPPINES,220518.0
PHL,2017,PHILIPPINES,152224.0
PHL,2018,PHILIPPINES,216190.0
PHL,2019,PHILIPPINES,437563.0
PHL,2020,PHILIPPINES,88595.0
PHL,2021,PHILIPPINES,79592.0
PHL,2022,PHILIPPINES,220020.0
PHL,2023,PHILIPPINES,71474.0
PLW,2000,PALAU,1208.0
PLW,2001,PALAU,863.0
PLW,2002,PALAU,45.0
PLW,2003,PALAU,15.0
PLW,2004,PALAU,37.0
PLW,2006,PALAU,28.0
PLW,2007,PALAU,80.0
PLW,2008,PALAU,204.0
PLW,2009,PALAU,4.0
PLW,2010,PALAU,9.0
PLW,2011,PALAU,334.0
PLW,2013,PALAU,9.0
PLW,2014,PALAU,13.0
PLW,2017,PALAU,698.0
PLW,2018,PALAU,570.0
PLW,2019,PALAU,1347.0
PLW,2020,PALAU,63.0
PLW,2021,PALAU,5.0
PLW,2022,PALAU,122.0
PLW,2023,PALAU,4.0
PLW,2024,PALAU,4.0
PNG,2002,PAPUA NEW GUINEA,22.0
PNG,2009,PAPUA NEW GUINEA,28.0
PNG,2011,PAPUA NEW GUINEA,3.0
PNG,2014,PAPUA NEW GUINEA,6.0
PRI,2000,PUERTO RICO,2409.0
PRI,2001,PUERTO RICO,5197.0
PRI,2002,PUERTO RICO,2883.0
PRI,2003,PUERTO RICO,3730.0
PRI,2004,PUERTO RICO,3277.0
PRI,2005,PUERTO RICO,5682.0
PRI,2006,PUERTO RICO,3036.0
PRI,2007,PUERTO RICO,10964.0
PRI,2008,PUERTO RICO,3319.0
PRI,2009,PUERTO RICO,6588.0
PRI,2010,PUERTO RICO,21265.0
PRI,2011,PUERTO RICO,5623.0
PRI,2012,PUERTO RICO,11774.0
PRI,2013,PUERTO RICO,18164.0
PRI,2014,PUERTO RICO,8880.0
PRI,2015,PUERTO RICO,1867.0
PRI,2016,PUERTO RICO,168.0
PRI,2019,PUERTO RICO,47.0
PRI,2020,PUERTO RICO,914.0
PRI,2021,PUERTO RICO,636.0
PRI,2022,PUERTO RICO,1023.0
PRI,2023,PUERTO RICO,1292.0
PRI,2024,PUERTO RICO,6088.0
PRY,2000,PARAGUAY,24282.0
PRY,2001,PARAGUAY,38.0
PRY,2002,PARAGUAY,1871.0
PRY,2003,PARAGUAY,137.0
PRY,2004,PARAGUAY,164.0
PRY,2005,PARAGUAY,405.0
PRY,2006,PARAGUAY,4271.0
PRY,2007,PARAGUAY,28127.0
PRY,2008,PARAGUAY,1953.0
PRY,2009,PARAGUAY,6143.0
PRY,2010,PARAGUAY,13523.0
PRY,2011,PARAGUAY,42847.0
PRY,2012,PARAGUAY,39063.0
PRY,2013,PARAGUAY,144470.0
PRY,2014,PARAGUAY,10014.0
PRY,2015,PARAGUAY,68652.0
PRY,2016,PARAGUAY,70215.0
PRY,2017,PARAGUAY,2727.0
PRY,2018,PARAGUAY,32359.0
PRY,2019,PARAGUAY,16333.0
PRY,2020,PARAGUAY,223782.0
PRY,2021,PARAGUAY,16897.0
PRY,2022,PARAGUAY,7428.0
PRY,2023,PARAGUAY,79172.0
PRY,2024,PARAGUAY,295785.0
PYF,2000,FRENCH POLYNESIA,36.0
PYF,2001,FRENCH POLYNESIA,32800.0
PYF,2002,FRENCH POLYNESIA,230.0
PYF,2003,FRENCH POLYNESIA,47.0
PYF,2004,FRENCH POLYNESIA,59.0
PYF,2005,FRENCH POLYNESIA,50.0
PYF,2006,FRENCH POLYNESIA,818.0
PYF,2007,FRENCH POLYNESIA,1897.0
PYF,2008,FRENCH POLYNESIA,176.0
PYF,2009,FRENCH POLYNESIA,2479.0
PYF,2010,FRENCH POLYNESIA,250.0
PYF,2011,FRENCH POLYNESIA,12.0
PYF,2013,FRENCH POLYNESIA,1523.0
PYF,2014,FRENCH POLYNESIA,2155.0
PYF,2015,FRENCH POLYNESIA,1012.0
PYF,2017,FRENCH POLYNESIA,10.0
PYF,2018,FRENCH POLYNESIA,282.0
PYF,2019,FRENCH POLYNESIA,2400.0
PYF,2020,FRENCH POLYNESIA,242.0
PYF,2022,FRENCH POLYNESIA,198.0
PYF,2023,FRENCH POLYNESIA,10.0
PYF,2024,FRENCH POLYNESIA,147.0
REU,2024,REUNION,1227.0
REU,2025,REUNION,10.0
SAU,2000,SAUDI ARABIA,17.0
SAU,2001,SAUDI ARABIA,7.0
SAU,2002,SAUDI ARABIA,11.0
SAU,2006,SAUDI ARABIA,1544.0
SAU,2007,SAUDI ARABIA,490.0
SAU,2008,SAUDI ARABIA,913.0
SAU,2009,SAUDI ARABIA,3350.0
SAU,2010,SAUDI ARABIA,3526.0
SAU,2011,SAUDI ARABIA,3302.0
SAU,2012,SAUDI ARABIA,1749.0
SAU,2013,SAUDI ARABIA,6512.0
SAU,2014,SAUDI ARABIA,2081.0
SAU,2015,SAUDI ARABIA,4312.0
SAU,2016,SAUDI ARABIA,5428.0
SAU,2017,SAUDI ARABIA,3462.0
SAU,2018,SAUDI ARABIA,5345.0
SAU,2019,SAUDI ARABIA,2228.0
SAU,2020,SAUDI ARABIA,2375.0
SAU,2021,SAUDI ARABIA,3421.0
SAU,2022,SAUDI ARABIA,1470.0
SAU,2023,SAUDI ARABIA,15010.0
SAU,2024,SAUDI ARABIA,8193.0
SDN,2019,SUDAN,9268.0
SDN,2023,SUDAN,7347.0
SDN,2024,SUDAN,10560.0
SDN,2025,SUDAN,2186.0
SEN,2024,SENEGAL,1208.0
SEN,2025,SENEGAL,321.0
SGP,2000,SINGAPORE,673.0
SGP,2001,SINGAPORE,2379.0
SGP,2002,SINGAPORE,3947.0
SGP,2003,SINGAPORE,4788.0
SGP,2004,SINGAPORE,9459.0
SGP,2005,SINGAPORE,14209.0
SGP,2006,SINGAPORE,3136.0
SGP,2007,SINGAPORE,8826.0
SGP,2008,SINGAPORE,7032.0
SGP,2009,SINGAPORE,4523.0
SGP,2010,SINGAPORE,5392.0
SGP,2011,SINGAPORE,5266.0
SGP,2012,SINGAPORE,4734.0
SGP,2013,SINGAPORE,22405.0
SGP,2014,SINGAPORE,18326.0
SGP,2015,SINGAPORE,11294.0
SGP,2016,SINGAPORE,13110.0
SGP,2017,SINGAPORE,2838.0
SGP,2018,SINGAPORE,3283.0
SGP,2019,SINGAPORE,16007.0
SGP,2020,SINGAPORE,34959.0
SGP,2021,SINGAPORE,5245.0
SGP,2022,SINGAPORE,31853.0
SGP,2023,SINGAPORE,10243.0
SGP,2024,SINGAPORE,13655.0
SGP,2025,SINGAPORE,1126.0
SLB,2002,SOLOMON ISLANDS,30.0
SLB,2008,SOLOMON ISLANDS,3.0
SLB,2013,SOLOMON ISLANDS,9500.0
SLB,2016,SOLOMON ISLANDS,7840.0
SLB,2017,SOLOMON ISLANDS,513.0
SLB,2018,SOLOMON ISLANDS,409.0
SLB,2019,SOLOMON ISLANDS,365.0
SLB,2020,SOLOMON ISLANDS,105.0
SLB,2021,SOLOMON ISLANDS,159.0
SLB,2022,SOLOMON ISLANDS,9088.0
SLB,2023,SOLOMON ISLANDS,230.0
SLB,2024,SOLOMON ISLANDS,145.0
SLV,2000,EL SALVADOR,2837.0
SLV,2001,EL SALVADOR,1039.0
SLV,2002,EL SALVADOR,17902.0
SLV,2003,EL SALVADOR,7298.0
SLV,2004,EL SALVADOR,13190.0
SLV,2005,EL SALVADOR,15083.0
SLV,2006,EL SALVADOR,21843.0
SLV,2007,EL SALVADOR,12376.0
SLV,2008,EL SALVADOR,5774.0
SLV,2009,EL SALVADOR,14928.0
SLV,2010,EL SALVADOR,22221.0
SLV,2011,EL SALVADOR,20623.0
SLV,2012,EL SALVADOR,43163.0
SLV,2013,EL SALVADOR,28877.0
SLV,2014,EL SALVADOR,53460.0
SLV,2015,EL SALVADOR,50169.0
SLV,2016,EL SALVADOR,8789.0
SLV,2017,EL SALVADOR,4402.0
SLV,2018,EL SALVADOR,8448.0
SLV,2019,EL SALVADOR,27490.0
SLV,2020,EL SALVADOR,5450.0
SLV,2021,EL SALVADOR,5752.0
SLV,2022,EL SALVADOR,16542.0
SLV,2023,EL SALVADOR,5863.0
SLV,2024,EL SALVADOR,8552.0
STP,2023,SAO TOME AND PRINCIPE,2815.0
STP,2024,SAO TOME AND PRINCIPE,32.0
SUR,2000,SURINAME,1069.0
SUR,2001,SURINAME,748.0
SUR,2002,SURINAME,1081.0
SUR,2003,SURINAME,284.0
SUR,2004,SURINAME,368.0
SUR,2005,SURINAME,2712.0
SUR,2006,SURINAME,253.0
SUR,2007,SURINAME,41.0
SUR,2008,SURINAME,12.0
SUR,2009,SURINAME,120.0
SUR,2010,SURINAME,93.0
SUR,2011,SURINAME,386.0
SUR,2012,SURINAME,781.0
SUR,2013,SURINAME,21.0
SUR,2014,SURINAME,23.0
SUR,2015,SURINAME,15.0
SUR,2016,SURINAME,6.0
SUR,2017,SURINAME,7.0
SUR,2018,SURINAME,123.0
SUR,2019,SURINAME,98.0
SUR,2020,SURINAME,563.0
SUR,2021,SURINAME,10.0
SUR,2022,SURINAME,17.0
SUR,2023,SURINAME,287.0
SUR,2024,SURINAME,95.0
SXM,2014,SINT MAARTEN,31.0
SXM,2015,SINT MAARTEN,13.0
SXM,2016,SINT MAARTEN,11.0
SXM,2018,SINT MAARTEN,29.0
SXM,2019,SINT MAARTEN,8.0
SXM,2020,SINT MAARTEN,9.0
SXM,2023,SINT MAARTEN,10.0
SXM,2024,SINT MAARTEN,144.0
SYC,2023,SEYCHELLES,4614.0
SYC,2024,SEYCHELLES,2583.0
SYC,2025,SEYCHELLES,1.0
TCA,2003,TURKS AND CAICOS ISLANDS,2.0
TCA,2004,TURKS AND CAICOS ISLANDS,1.0
TCA,2005,TURKS AND CAICOS ISLANDS,1.0
TCA,2011,TURKS AND CAICOS ISLANDS,24.0
TCA,2012,TURKS AND CAICOS ISLANDS,14.0
TCA,2013,TURKS AND CAICOS ISLANDS,5.0
TCA,2014,TURKS AND CAICOS ISLANDS,252.0
TCA,2015,TURKS AND CAICOS ISLANDS,331.0
TCA,2016,TURKS AND CAICOS ISLANDS,484.0
TCA,2017,TURKS AND CAICOS ISLANDS,210.0
TCA,2018,TURKS AND CAICOS ISLANDS,2.0
TCA,2019,TURKS AND CAICOS ISLANDS,32.0
TCA,2020,TURKS AND CAICOS ISLANDS,142.0
TCA,2021,TURKS AND CAICOS ISLANDS,4.0
TCA,2022,TURKS AND CAICOS ISLANDS,3.0
TCA,2023,TURKS AND CAICOS ISLANDS,187.0
TCA,2024,TURKS AND CAICOS ISLANDS,117.0
TCD,2025,CHAD,11.0
TGO,2023,TOGO,55.0
THA,2000,THAILAND,18617.0
THA,2001,THAILAND,139327.0
THA,2002,THAILAND,114800.0
THA,2003,THAILAND,62767.0
THA,2004,THAILAND,38367.0
THA,2005,THAILAND,45893.0
THA,2006,THAILAND,42456.0
THA,2007,THAILAND,62949.0
THA,2008,THAILAND,89626.0
THA,2009,THAILAND,25194.0
THA,2010,THAILAND,53149.0
THA,2011,THAILAND,29759.0
THA,2012,THAILAND,39321.0
THA,2013,THAILAND,87502.0
THA,2014,THAILAND,23170.0
THA,2015,THAILAND,86953.0
THA,2016,THAILAND,38466.0
THA,2017,THAILAND,31843.0
THA,2018,THAILAND,87212.0
THA,2019,THAILAND,131157.0
THA,2020,THAILAND,72519.0
THA,2021,THAILAND,10617.0
THA,2022,THAILAND,46678.0
THA,2023,THAILAND,159219.0
THA,2024,THAILAND,104681.0
THA,2025,THAILAND,8721.0
TKL,2001,TOKELAU,4.0
TKL,2017,TOKELAU,5.0
TKL,2022,TOKELAU,3.0
TKL,2024,TOKELAU,4.0
TLS,2004,TIMOR-LESTE,434.0
TLS,2005,TIMOR-LESTE,1128.0
TLS,2006,TIMOR-LESTE,162.0
TLS,2007,TIMOR-LESTE,227.0
TLS,2008,TIMOR-LESTE,108.0
TLS,2009,TIMOR-LESTE,175.0
TLS,2010,TIMOR-LESTE,433.0
TLS,2011,TIMOR-LESTE,302.0
TLS,2012,TIMOR-LESTE,751.0
TLS,2013,TIMOR-LESTE,502.0
TLS,2014,TIMOR-LESTE,642.0
TLS,2020,TIMOR-LESTE,1451.0
TLS,2021,TIMOR-LESTE,901.0
TLS,2022,TIMOR-LESTE,5658.0
TLS,2023,TIMOR-LESTE,1953.0
TLS,2024,TIMOR-LESTE,1438.0
TON,2003,TONGA,80.0
TON,2004,TONGA,3.0
TON,2007,TONGA,62.0
TON,2008,TONGA,195.0
TON,2009,TONGA,273.0
TON,2010,TONGA,30.0
TON,2014,TONGA,51.0
TON,2015,TONGA,1559.0
TON,2017,TONGA,100.0
TON,2018,TONGA,381.0
TON,2019,TONGA,4.0
TON,2020,TONGA,1.0
TON,2022,TONGA,1230.0
TON,2023,TONGA,2.0
TON,2024,TONGA,14.0
TTO,2000,TRINIDAD AND TOBAGO,2017.0
TTO,2001,TRINIDAD AND TOBAGO,2158.0
TTO,2002,TRINIDAD AND TOBAGO,5973.0
TTO,2003,TRINIDAD AND TOBAGO,2209.0
TTO,2004,TRINIDAD AND TOBAGO,497.0
TTO,2005,TRINIDAD AND TOBAGO,411.0
TTO,2006,TRINIDAD AND TOBAGO,36.0
TTO,2007,TRINIDAD AND TOBAGO,47.0
TTO,2008,TRINIDAD AND TOBAGO,2358.0
TTO,2009,TRINIDAD AND TOBAGO,24.0
TTO,2010,TRINIDAD AND TOBAGO,4737.0
TTO,2011,TRINIDAD AND TOBAGO,1242.0
TTO,2014,TRINIDAD AND TOBAGO,148.0
TTO,2015,TRINIDAD AND TOBAGO,1687.0
TTO,2016,TRINIDAD AND TOBAGO,1801.0
TTO,2017,TRINIDAD AND TOBAGO,300.0
TTO,2018,TRINIDAD AND TOBAGO,123.0
TTO,2019,TRINIDAD AND TOBAGO,416.0
TTO,2020,TRINIDAD AND TOBAGO,59.0
TTO,2021,TRINIDAD AND TOBAGO,20.0
TTO,2022,TRINIDAD AND TOBAGO,52.0
TTO,2023,TRINIDAD AND TOBAGO,126.0
TTO,2024,TRINIDAD AND TOBAGO,2004.0
TUV,2019,TUVALU,522.0
TUV,2020,TUVALU,5.0
TUV,2022,TUVALU,93.0
TUV,2024,TUVALU,1.0
TWN,2000,TAIWAN,118.0
TWN,2001,TAIWAN,243.0
TWN,2002,TAIWAN,5113.0
TWN,2003,TAIWAN,85.0
TWN,2004,TAIWAN,335.0
TWN,2005,TAIWAN,193.0
TWN,2006,TAIWAN,962.0
TWN,2007,TAIWAN,1937.0
TWN,2008,TAIWAN,478.0
TWN,2009,TAIWAN,840.0
TWN,2010,TAIWAN,1534.0
TWN,2011,TAIWAN,1543.0
TWN,2012,TAIWAN,1274.0
TWN,2013,TAIWAN,596.0
TWN,2014,TAIWAN,15509.0
TWN,2015,TAIWAN,43467.0
TWN,2016,TAIWAN,381.0
TWN,2017,TAIWAN,10.0
TWN,2018,TAIWAN,183.0
TWN,2019,TAIWAN,100.0
TWN,2020,TAIWAN,73.0
TWN,2022,TAIWAN,20.0
TWN,2023,TAIWAN,26462.0
TWN,2024,TAIWAN,222.0
TZA,2024,UNITED REPUBLIC OF TANZANIA,34.0
TZA,2025,UNITED REPUBLIC OF TANZANIA,4.0
URY,2015,URUGUAY,13.0
URY,2016,URUGUAY,1769.0
URY,2020,URUGUAY,4.0
URY,2021,URUGUAY,52.0
URY,2022,URUGUAY,80.0
URY,2023,URUGUAY,48.0
URY,2024,URUGUAY,712.0
USA,2001,UNITED STATES OF AMERICA,96.0
USA,2002,UNITED STATES OF AMERICA,29.0
USA,2003,UNITED STATES OF AMERICA,40.0
USA,2006,UNITED STATES OF AMERICA,143.0
USA,2007,UNITED STATES OF AMERICA,488.0
USA,2009,UNITED STATES OF AMERICA,3.0
USA,2010,UNITED STATES OF AMERICA,65.0
USA,2011,UNITED STATES OF AMERICA,7.0
USA,2012,UNITED STATES OF AMERICA,186.0
USA,2013,UNITED STATES OF AMERICA,543.0
USA,2014,UNITED STATES OF AMERICA,668.0
USA,2015,UNITED STATES OF AMERICA,945.0
USA,2016,UNITED STATES OF AMERICA,990.0
USA,2017,UNITED STATES OF AMERICA,453.0
USA,2018,UNITED STATES OF AMERICA,331.0
USA,2019,UNITED STATES OF AMERICA,1158.0
USA,2020,UNITED STATES OF AMERICA,307.0
USA,2021,UNITED STATES OF AMERICA,114.0
USA,2022,UNITED STATES OF AMERICA,1156.0
USA,2023,UNITED STATES OF AMERICA,156.0
USA,2024,UNITED STATES OF AMERICA,3071.0
VCT,2000,SAINT VINCENT AND THE GRENADINES,5.0
VCT,2001,SAINT VINCENT AND THE GRENADINES,3.0
VCT,2002,SAINT VINCENT AND THE GRENADINES,123.0
VCT,2003,SAINT VINCENT AND THE GRENADINES,3.0
